scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr
HDFC FMP-1846Days,0,5000,0.54,254.0,10,Anil Bamboli,0.01,0.03,0.0,0.23,0,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
HDFC FMP-1487Days,0,5000,0.0,836.0,5,Anupam Joshi,0.01,0.04,0.0,0.17,4,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
DSP Global Allocation Fund,500,500,1.43,70.0,9,Jay Kothari,-0.01,0.83,0.33,-0.01,6,DSP Mutual Fund,0,Other,FoFs Overseas,0.6,12.6,7.9
Nippon India Fixed Horizon – XXXX – Sr.16,0,5000,0.0,36.0,4,Amit Tripathi,0.03,0.44,-0.02,0.07,2,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Franklin India Life Stage Fund,500,5000,0.99,6.01,10,Rajasa Kakulavarapu,-0.01,0.6,0.5,0.01,5,Franklin Templeton Mutual Fund,0,Other,FoFs Domestic,-0.7,33.7,11.3
HDFC Housing Opportunities Fund,100,100,1.28,1081.0,5,Rakesh Vyas,0.02,1.02,0.91,0.03,6,HDFC Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,9.8,27.1,7.9
ICICI Pru Capital Protection Orient. XI-A DirGrowth,0,5000,1.69,36.0,6,Rahul Goswami,-0.01,0.2,0.16,-0.01,2,ICICI Prudential Mutual Fund,0,Hybrid,Conservative Hybrid Mutual Funds,0.2,32.6,12.4
Nippon India Fixed Horizon – XXXX – Sr.19,0,5000,0.0,40.0,4,Amit Tripathi,0.04,0.47,-0.03,0.08,3,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XLI – Sr.4,0,5000,0.0,45.0,4,Amit Tripathi,0.03,0.46,-0.02,0.07,3,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXVIII-Sr.10,0,5000,0.0,88.0,5,Amit Tripathi,0.04,0.5,-0.03,0.07,2,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXX – Sr.12,0,5000,0.0,67.0,4,Amit Tripathi,0.03,0.47,-0.03,0.07,2,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI CPO Fund,0,5000,0.53,61.0,4,Rajeev Radhakrishnan,-0.01,0.12,0.08,-0.05,2,SBI Mutual Fund,0,Hybrid,Conservative Hybrid Mutual Funds,1.7,32.4,13.3
ICICI Pru Capital Protection Orient. XIV-A Dir Growth,0,5000,0.0,524.0,4,Rajat Chandak,0.0,0.2,0.17,-0.01,2,ICICI Prudential Mutual Fund,0,Hybrid,Conservative Hybrid Mutual Funds,1.7,32.4,13.3
Edelweiss Europe Dynamic Equity Offshore – Dir Growth,500,5000,1.5,83.0,9,Bhavesh Jain,0.04,1.26,0.67,0.04,6,Edelweiss Mutual Fund,0,Other,FoFs Overseas,9.2,25.2,7.6
UTI-FTI – Series XXXI-II(1222Days,0,5000,0.0,165.0,4,Sunil Patil,0.01,0.04,0.0,0.22,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-FTI – Series XXXI-IX(1168Days,0,5000,0.0,141.0,4,Sunil Patil,0.01,0.04,0.0,0.16,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-FTI – Series XXXI-V(1174Days,0,5000,0.0,60.0,4,Sunil Patil,0.01,0.04,0.0,0.2,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXX – Sr.8,0,5000,0.0,81.0,4,Amit Tripathi,0.04,0.55,-0.03,0.08,2,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-FTI – Series XXXI-IV(1204Days,0,5000,0.0,66.0,4,Sunil Patil,0.01,0.04,0.0,0.19,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI CPO Fund,0,5000,0.58,93.0,4,Rajeev Radhakrishnan,-0.01,0.13,0.08,-0.05,2,SBI Mutual Fund,0,Hybrid,Conservative Hybrid Mutual Funds,1.7,32.4,13.3
Nippon India Retirement Fund,0,500,1.03,2233.0,8,Pranay Sinha,0.0,0.95,0.92,0.01,6,Nippon India Mutual Fund,0,Solution Oriented,Retirement Funds,1.3,25.3,6.7
Bandhan Asset Allocation FoF – Moderate – Direct Growth,100,1000,0.42,16.0,10,Sachin Relekar,-0.01,0.46,0.44,-0.01,5,Bandhan Mutual Fund,0,Other,FoFs Domestic,1.3,12.7,6.9
Nippon India Fixed Horizon – XXXVIII-Sr.2,0,5000,0.0,171.0,5,Amit Tripathi,0.03,0.4,-0.03,0.08,3,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.85-1185Days,0,5000,0.0,54.0,4,Rahul Goswami,0.0,0.04,0.0,0.04,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Bandhan FTP – Sr.179,0,5000,0.05,286.0,4,Harshal Joshi,0.0,0.2,0.04,-0.01,3,Bandhan Mutual Fund,0,Debt,Fixed Maturity Plans,4.4,6.2,
ICICI Pru FMP – Sr.85,0,5000,0.0,379.0,4,Rahul Goswami,0.0,0.2,0.04,-0.01,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,4.4,6.2,
HDFC FMP-1344Days,0,5000,0.0,82.0,4,Anil Bamboli,0.0,0.03,0.0,0.04,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.84-1235Days,0,5000,0.0,30.0,4,Rahul Goswami,0.0,0.04,0.0,0.05,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 1 (3668 Days) – Direct Growth,0,5000,0.0,40.0,4,Ranjana Gupta,0.0,0.19,0.04,0.0,3,SBI Mutual Fund,0,Debt,Fixed Maturity Plans,4.8,6.2,
Nippon India Fixed Horizon – XLI – Sr.8,0,5000,0.0,53.0,4,Amit Tripathi,0.0,0.2,0.04,0.0,3,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,4.6,6.1,
Franklin India LDF – Direct (G)(Wound up),500,10000,0.04,51.0,10,Santosh Kamath,0.05,0.32,-0.02,0.16,5,Franklin Templeton Mutual Fund,0,Debt,Low Duration Funds,1.7,32.4,13.3
UTI-FTI – Series XXXI-VII(1155Days,0,5000,0.0,79.0,4,Sunil Patil,0.01,0.04,0.0,0.14,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.84-1287Days,0,5000,0.0,26.0,4,Rahul Goswami,0.0,0.03,0.0,0.04,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.83-1735Days,0,5000,0.0,33.0,5,Rahul Goswami,0.0,0.05,0.01,0.07,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,5.1,6.8,
UTI-FTI – Series XXXI-XII(1148Days,0,5000,0.0,56.0,4,Sunil Patil,0.0,0.04,0.0,0.13,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Franklin India USB – Direct (G) (Wound up),500,10000,0.04,296.0,10,Pallab Roy,0.03,0.11,-0.01,0.23,6,Franklin Templeton Mutual Fund,0,Debt,Ultra Short Duration Funds,1.7,32.4,13.3
Kotak FMP – Series 256 – 1250Days,0,5000,0.0,57.0,4,Deepak Agrawal,0.0,0.03,0.0,0.07,4,Kotak Mahindra Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
HSBC Asia Pacific (Ex Japan) DYF – Direct Growth,500,5000,1.29,8.4,9,Sonal Gupta,-0.04,1.14,0.51,-0.03,6,HSBC Mutual Fund,0,Other,FoFs Overseas,-4.2,13.6,5.7
UTI-Unit Linked Insurance Plan – Direct,500,15000,0.96,5068.0,10,Amandeep Chopra,-0.02,0.39,0.35,-0.04,4,UTI Mutual Fund,0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,-0.7,13.1,6.2
L&T FMP – Series XVIII – Plan C – Direct Growth,0,5000,0.25,42.0,4,Jalpan Shah,0.0,0.04,0.0,0.06,3,L&T Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.85-1140Days,0,5000,0.0,95.0,4,Rahul Goswami,0.0,0.03,0.0,0.03,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-FTI – Series XXXI-XIII(1127Days,0,5000,0.0,65.0,4,Sunil Patil,0.0,0.04,0.0,0.11,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXVII-Sr.9,0,5000,0.0,136.0,5,Amit Tripathi,0.05,0.64,-0.04,0.08,3,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
IDFC FTP – Sr.178,0,5000,0.05,75.0,4,Harshal Joshi,0.0,0.04,0.0,0.01,3,IDFC Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
